variable,mean,std,min,q25,median,q75,max
BWRX-300,208.58578808204715,47.78932303122409,118.42539123259434,171.75944323187753,203.13561214652242,240.43813227138156,351.7447929188734
UK-SMR (RR),203.5917519372521,37.77490417668356,132.34851068323053,173.4774461226704,200.06577538182353,229.6482187020398,314.3413907642613
SMR-160,243.26841471529087,87.60716026716345,96.89363310415334,177.56607063474485,225.486842183462,295.4540081966034,530.9737230737627
SMART,295.87294916101695,126.09686228853131,98.30454141955018,197.06928543230026,270.3318550022452,371.76828317544937,718.4536361999426
NuScale,368.02188642722126,166.76023076767999,122.08380565346917,237.8913531763199,329.4252968419028,468.4437631079654,949.5334988656291
RITM-200M,536.7649774630737,274.2634364070365,151.86814880096776,320.3450638954183,467.9069009899449,697.6048024755623,1542.3719403104624
ACPR-50S,551.0736286955847,295.99429410216504,148.22035797089995,311.5968126196885,474.5133031525356,734.5651694482037,1598.0338035622883
KLT-40S,634.8384570707891,364.1233273035556,158.41258284742128,341.3716326891365,533.0534760742567,855.9264085215384,1907.815007694695
CAREM,712.591000656213,448.46043711018575,149.77952767775596,357.88497342549806,579.2239702795769,965.1500277489878,2403.5035949324806
EM2,108.29441426500759,18.62716060238383,75.81483216185846,92.10898486015482,107.39282242820012,123.8283292609901,148.1117618054159
HTR-PM,126.7538904229271,24.138908384426596,82.78602464133397,106.32967464788939,125.36311787609924,145.6041329034972,187.4748314898427
ARC-100,1091.1293554081653,469.32480091455955,380.8646682398677,727.5249500441623,986.7443403065585,1363.0402153954483,2709.377509092306
CEFR,3075.360596167459,1969.8729807576012,677.3227450942366,1484.466942119519,2467.7332184481593,4241.471695548686,10120.850250382675
4S,4593.596896409032,3489.2006511573436,696.3744096744118,1764.119519756106,3387.5302649050686,6660.174101054376,17397.81974046061
IMSR (300),226.9089068183846,70.16379511664113,104.75876274152944,174.11729719053824,214.80480722922172,270.4874512140367,450.6604043283548
SSR-W,193.20938415672705,45.55831043234724,109.86963465642349,158.12195661475656,187.66173789925531,223.22228195953738,332.9844927412206
e-Vinci,1764.4712167877897,1459.8365426521607,217.84043376343402,631.2534232362505,1236.3309857972158,2504.3007652610404,7496.2512544176
Brest-OD-300,646.5042075142964,178.1878371791402,323.9987375029544,511.2842395425717,619.6811515396726,759.804457439849,1210.1903044975634
Clinton-1,136.03859164644538,22.525556633532904,99.27025532647755,116.0581236834864,135.05799015558196,155.30020094401524,178.49461790833027
Hope Creek,144.56089055015622,24.729696886147988,104.7161860955161,122.71441147559364,142.8208952190651,165.5284197287551,191.20961216251695
Riverbend-1,128.86912252386327,20.873187642826913,94.71534243982437,110.10549170637775,128.01382199554592,146.75448459163616,167.98657629216777
Olkiluoto-3-wealer,114.54923006743586,19.795227590885474,82.36946731133658,97.2248338324712,113.51484401975449,131.70031155115922,151.2693677252173
Olkiluoto-3-oecd,93.06411995600894,14.229938654616914,70.06546139260787,80.54081822884733,92.4604784782411,105.18188667012402,119.56539413343867
Flamanville-3-wealer,123.66955358270673,21.27455201474564,88.33880900096294,105.00969049377174,122.7189897867637,141.65674915865526,163.47175649105404
Flamanville-3-oecd,117.63096104920209,19.931356392428697,84.93917617498816,100.09489426195424,116.62967539919103,134.83963832503545,154.33212629667284
Hinkley Point C-1,133.49814618770358,28.117661700952077,89.32620024451268,108.49126939517743,131.2490801982119,156.99533971280016,188.28187171959945
Hinkley Point C-2,133.7428857418542,28.156090425077547,89.26716268790386,108.57679139744964,131.41964611801922,157.61291167486718,187.800589622692
Vogtle-3-wealer,155.2461191871183,32.142484133657916,103.21847186894082,127.40204059917166,153.21399159720244,182.4084360585759,215.95815129647843
Vogtle-4-wealer,154.53610253603492,32.46927944602034,103.29735245656217,125.5788371843588,152.52874654810182,182.06176783948456,216.17947318507024
Vogtle-3-oecd,126.95464796441519,24.433467056301815,87.65898021248836,105.1623212312578,125.56653543470998,147.16984912301626,173.18007671490332
Vogtle-4-oecd,126.75480646176418,24.58722070299247,87.75268350417512,105.07687208156604,124.96373223914772,147.50834832549006,173.33431842820394
Shin Kori-3|Saeul-1,60.862597136966,5.585630883351505,51.69812404001259,55.969988941261704,60.49500334409336,65.6467848144396,71.27174192805
Shin Kori-4|Saeul-2,60.88430710418485,5.560491069261207,51.716082414371314,56.04741765365215,60.661348592367546,65.62257474073438,71.32493049330658
Sanmen-1,68.90935983721351,7.839011641769093,56.05770421880769,62.03059768816551,68.58353847022138,75.60113071119483,83.38955996894737
Sanmen-2,68.70725683985094,7.839953062727611,56.04642523020334,61.68618953278977,68.28701853905365,75.44937055656284,83.52440843613026
Taishan-1,68.22346719188496,7.377446313764521,56.102251165314435,61.75665262683458,67.80927111046421,74.46590348396552,82.02345644081173
Taishan-2,68.35508769062073,7.444966848725794,56.04997264983583,61.74144324059467,68.10804223613161,74.78830783598377,82.11491450735258
Novovoronezh II-1,60.98975487849118,5.9107655437923405,51.295860695224285,55.83814151232243,60.68037838979675,65.95164972839136,72.24916893449026
Novovoronezh II-2,61.88025262236214,6.356035629327986,51.559366187251534,56.31689596238814,61.478433582618095,67.25200791613733,74.0946081238726
Fort St. Vrain-doe/eia,132.51481725320667,22.97882424010904,90.30073101713162,112.91009718144754,130.82763851976696,150.33789233276104,191.49906204470113
Fort St. Vrain,132.60877937260875,23.01694742045217,90.0081134189831,113.38146246420327,131.04397927482864,150.5544082009426,191.20120702087962
Peach Bottom-1,250.98760453419803,84.06155110115898,112.98300518745145,186.5622946159245,235.06479254899534,300.9829220130168,531.1528690750656
Beloyarsk-3,65.4131405082236,7.578232857441276,53.31908859728189,58.76484506299295,64.89902300676205,71.7207130052685,80.09501448435472
Superphenix,405.23275823140375,109.29471111018749,238.43730938724698,308.3307721525265,394.1474578730164,496.8018864634129,617.5389908104983
