variable,mean,std,min,q25,median,q75,max
BWRX-300,192.87110834215008,43.98713355675608,112.28937773576041,159.33993271793466,187.50291516872073,221.90544696966046,324.14142236794123
UK-SMR (RR),189.9204904494316,34.07861051054361,126.70190314971255,162.81030809978162,186.47221391637095,213.3707936003382,289.3363747890044
SMR-160,221.04182964794998,78.92676316502707,91.13570286299975,161.49137923562722,205.8870880039355,269.20108314156,491.97776493346674
SMART,266.3207719273734,112.87261812803165,89.69640433798948,179.4324436704649,242.02915047448312,332.7057056315051,651.0877229496124
NuScale,336.93706919566586,149.77263594239162,112.77675834379178,220.31098641730273,303.09141581982703,424.6212245544908,851.2387106623205
RITM-200M,482.82566567194164,248.4453865840929,138.69667842473385,287.4818005797515,418.7755618698841,624.293595572108,1372.070271798582
ACPR-50S,503.38097249864677,271.96441099875307,135.59668658606446,283.0106299304536,432.76847489771416,671.2034115888326,1454.1058071137984
KLT-40S,568.7198752565754,323.70276059457876,145.9304190780868,308.6049096524096,482.1246755572462,757.9087584244354,1738.4043503894948
CAREM,651.6006293814022,407.551039555997,136.7115418967027,328.45613154984477,530.5386672237138,883.8272600914773,2144.1079986062937
EM2,101.28830475120675,16.897711617710524,71.79544913812907,86.46084204392365,100.62076901771684,115.50421876198519,137.8120473516812
HTR-PM,117.52062192082703,21.80386438874947,77.88972250366353,98.72629205279927,115.8432342690056,134.81478034805002,171.80546978843626
ARC-100,990.2440892465562,424.3810255071742,347.72013752575253,659.6535336524362,897.9063294763116,1239.760246038185,2449.676514823659
CEFR,2802.7114955039096,1786.7179420273474,622.6478640464823,1332.5005810543628,2261.24531304237,3932.1323757795944,9247.78345450636
4S,4208.82030458979,3189.033509792018,622.4555462288091,1636.1230396851695,3119.109406070218,6127.233533151069,15469.337750801553
IMSR (300),206.71914534637364,62.457861664774015,97.00275079344854,160.3950583598904,195.75818033510086,245.33035559159435,415.139424983217
SSR-W,179.4527235434973,40.96484293330484,104.69508655378193,148.18701776031767,174.2128077628542,205.4481222854965,301.3387968680729
e-Vinci,1553.5648661419018,1291.7628310769114,204.39170619691635,557.9830737663985,1074.7228025080522,2196.397504380574,6838.650450963889
Brest-OD-300,587.6050399624925,160.52388268088575,297.53042800998975,465.7483762950894,564.9412213203399,688.946610429469,1081.4075512191578
Clinton-1,136.16687469390052,22.581632130800564,99.23429827077426,116.04668755986532,135.03414575169322,155.48954071958914,178.31412386281477
Hope Creek,144.7384412235243,24.360957495790327,104.69505602222267,123.05343632310266,143.40202583324486,165.3281761381247,191.29707568467848
Riverbend-1,128.7571387038775,20.852338845151902,94.65575967059614,110.40226605560744,127.38125969274887,146.9855062955146,167.64824583775516
Olkiluoto-3-wealer,114.28053196474765,19.740534094848968,82.26899342012716,96.86675586564606,113.0401530112735,131.0504799607457,151.70302947221614
