variable,mean,std,min,q25,median,q75,max
BWRX-300,157.94922216016047,33.408515894408374,96.90087714435361,131.6981454315453,153.69305388332168,179.52203730201424,258.5324215571252
UK-SMR (RR),162.51634854110893,25.866454677517343,114.21816792666274,141.70083214660815,160.31112381036695,179.74156286922772,238.9795298562972
SMR-160,175.81422511972156,60.5367718538256,75.72725435880828,130.1994515570329,163.6700927914717,212.3359911259094,375.84601925330816
SMART,206.47021963547817,86.34449766696575,72.77788203763605,140.79923153014752,186.98777163087647,257.79733969854084,497.4208294440766
NuScale,263.57802779824465,114.21764789459003,94.10121656266774,173.64269986406484,238.42048719466618,330.8431418968943,660.3234305542278
RITM-200M,374.83999006260774,187.7275065170376,113.2663123490298,227.92816141722028,329.12371041098464,481.4502857447332,1052.921032074123
ACPR-50S,389.3141003412228,205.38443982758048,109.75542203993999,220.77589107062926,337.05491305553164,519.044075476589,1110.4120145137324
KLT-40S,441.8997202049874,246.40762446437606,117.5343292276465,242.17713559716702,373.33877834423856,592.6850020782751,1315.3719798728662
CAREM,499.62815398699996,309.5421078490229,111.29823026601537,253.36828126929862,409.90441033979516,673.1682573124365,1629.1039944959207
EM2,85.2699409680834,12.8477578491155,62.71244526156602,74.16911098169992,84.61195603103988,96.08981665289106,112.72705412908626
HTR-PM,98.67025295100659,16.673061726927912,68.15900617323943,84.40364540341426,97.60056234039021,111.84140589844002,139.70282540953505
ARC-100,774.7933325031013,320.22739012027665,286.28266616582897,527.4157477023903,702.9255474091085,964.0533297681307,1876.968169182184
CEFR,2155.825836268226,1345.6043264058392,499.41380881746795,1056.173185728838,1759.6756189157477,2967.1181037217184,7054.80838586364
4S,3193.116038150943,2403.9108319907064,485.77776077371294,1254.0812496618491,2397.935155510906,4588.261578980682,12162.40211636182
IMSR (300),165.1093532801664,48.149441691824705,82.31422832754978,128.68853425630738,157.08539355477245,194.8492421509963,321.24714719881234
SSR-W,147.9420443896342,30.90131596262872,90.2934738482153,124.76145958763115,143.89923419513096,167.72363226920154,242.1545096273224
e-Vinci,1215.0408408659582,981.2160898443913,168.28348546048358,438.4076845129396,870.757235549617,1725.1718714091132,5155.062716750646
Brest-OD-300,458.1983657366753,120.70554295147748,236.2166912258135,366.2555519049721,443.3855573616718,532.1657165524715,846.1751132376868
Clinton-1,135.822620451203,22.46242734498474,99.26889925285786,116.00697232185433,134.53878395353325,154.84504287083075,178.45783731688934
Hope Creek,145.18076650868258,24.607780638460966,104.75673777942269,123.457365321195,143.9049361253615,166.27819998788632,191.22978371271955
Riverbend-1,128.13120721400168,20.73879097377673,94.61995935556052,109.971147424385,126.6808112288677,145.72304375819598,168.02910136046103
Olkiluoto-3-wealer,114.93545540764616,19.74729318875397,82.27174454823245,97.59535980059029,113.9928729196659,132.1428488365827,151.25612163122776
Olkiluoto-3-oecd,93.35659918121111,14.087330648510676,69.98714337896462,81.14973418440131,92.87693689646991,105.32461638836578,119.41388302219771
Flamanville-3-wealer,123.56093191869854,21.363628113495732,88.26442564459231,105.05979708812421,122.58572171247789,142.24547280905702,162.8860491536239
Flamanville-3-oecd,117.82614720390663,19.835404669102488,85.00877124527823,100.25514288145378,117.14209524323306,134.98966958054854,154.466453831756
