variable,mean,std,min,q25,median,q75,max
BWRX-300,184.09934125467495,41.112265495333595,108.24013891229093,152.4070370992892,178.98254127700244,210.03918479125232,309.1277820059813
UK-SMR (RR),183.58738707225305,31.95038257863101,123.58358699268686,158.0243961552603,180.46748546410055,205.538070195078,276.9687873355292
SMR-160,211.49516590224664,74.67893672963142,86.9651469435382,154.38649697083767,196.63887387661882,256.51417652775785,461.35473110794834
SMART,251.10188796683903,105.5854646435532,85.60022448011793,168.92373422073274,229.89222736138532,314.05831923861706,612.1124715504343
NuScale,317.43134507604816,139.9784566019322,108.65691061433527,207.28836143861122,286.423207028207,398.38666804881825,803.1925500116628
RITM-200M,454.2862435241827,230.435080706341,133.01331969633623,275.7904329369655,395.49922318091194,585.5837909755802,1303.0377839134326
ACPR-50S,467.01130118462055,250.49230280290047,129.17773776056094,262.9235188586267,399.32511897761617,624.2821306772263,1340.6959719292995
KLT-40S,540.0358412290146,306.68153066506244,138.1832487430872,292.81152300485826,453.68851301506106,726.3169950222316,1641.3827443321857
CAREM,611.8995624445084,379.3526844205304,133.0933648512822,306.427543301064,506.6595360916565,824.1755306015789,2003.9809038317967
EM2,97.6234171441463,15.96847923626295,69.61479270057269,83.68248206716724,96.74038923516281,111.2342146373573,131.16783308819092
HTR-PM,113.29783410403168,20.388768169805434,76.04423417365189,96.08082757413834,112.07596934355796,129.4652768927341,164.23905955834098
ARC-100,943.6347480198137,402.8092750295997,332.5560385611602,630.7611073699268,857.8369281679801,1178.6431007781375,2344.8541587452733
CEFR,2662.597350745091,1687.394482836736,593.2206326104618,1274.838716738785,2151.8712179512927,3701.5357275526817,8572.194152873206
4S,3937.595963757595,2980.762973500269,591.2225731611233,1543.6596473877478,2930.828518479738,5671.5510159110345,14867.876761549604
IMSR (300),195.7729222707235,59.207187078360086,93.84554473108405,151.28193501071397,185.29113162644583,231.1933455568536,392.04972241489645
SSR-W,171.686967330261,38.15563753757334,101.40474985360146,142.4137175425992,167.03024729772451,196.19233096283855,288.8683768653631
e-Vinci,1493.719531399841,1227.521911639912,196.29522281828713,532.385075844801,1057.7405165911266,2108.6780203389662,6314.950633834408
Brest-OD-300,560.0707080904228,152.10578965771904,283.90234526758985,445.2516141089664,536.9725929781688,655.6301556288515,1035.1341226058537
Clinton-1,136.16914577404054,22.659152969082253,99.26377901872827,116.13148142307388,135.07113039410189,155.4818484306012,178.22084493237537
Hope Creek,144.42110023359345,24.64466118239091,104.83148453038872,122.80419357238961,143.11953137062375,165.5139624000537,191.03323481892073
Riverbend-1,128.37161957984745,20.671425409425108,94.52793481333359,110.35924078696128,126.91016361927642,145.82266021844814,167.7173643498325
Olkiluoto-3-wealer,114.4837955906454,19.668150151108378,82.37111412900342,97.22099953607527,113.41819031062724,131.18943410113297,151.66559169764943
Olkiluoto-3-oecd,93.06300197187609,14.185048710190694,70.01969028063499,80.39703994933956,92.18128213071387,105.11411425693967,119.87453764018998
Flamanville-3-wealer,123.6314426535579,21.18357623726989,88.18442231415001,105.52699498537939,122.72280803284451,141.7854965310087,163.12613953061575
Flamanville-3-oecd,117.50262548467592,19.663226081420824,84.73325037648205,100.26468352350305,116.60184084634193,134.3048942496634,153.84829300397942
Hinkley Point C-1,133.9020148681268,28.170124317517182,89.40750465451944,109.10938705178913,131.76254950213115,157.8402497116219,187.49234882176103
Hinkley Point C-2,133.0821670016436,28.09597569561987,89.35146964724524,108.22196672081316,130.75163937795463,156.4821523112519,187.42588880375712
Vogtle-3-wealer,155.41822210485643,32.17110148981039,103.05318308219309,127.01612557198689,153.65779808532938,182.7074981078974,216.36973165979524
Vogtle-4-wealer,154.2149923001932,32.37931824181115,103.11842352767152,125.63548536799291,151.6132715679276,181.48872374926344,216.17950986617265
Vogtle-3-oecd,127.13895063242418,24.647805408596426,87.58168108130496,105.21121171495572,125.58948273827264,147.9911230501218,173.60588398689328
Vogtle-4-oecd,126.69220509604895,24.4169598766688,87.58304418841087,105.46345618403319,125.17806209611658,147.29152544498066,173.17216329843302
Shin Kori-3|Saeul-1,60.956434377949314,5.5736920782908745,51.6401380079899,55.952887059654785,60.690496984914624,65.77297000826792,71.34719208670768
Shin Kori-4|Saeul-2,60.825803811412094,5.517176315442957,51.70139220366025,56.004956940822,60.606396533939844,65.5297895064835,71.22856477882664
Sanmen-1,68.60999964075066,7.758535707554524,56.04623064325504,61.82004428326478,68.15170439661637,75.26421399861067,83.53609822197167
Sanmen-2,68.71876767789972,7.793740898534675,56.06321918472667,61.85788636542625,68.28539850775022,75.4048631257175,83.26174678410513
Taishan-1,68.26160562508774,7.394640786557872,56.00806839777655,61.76982386949145,67.89178592238105,74.51149070227915,82.22840045134028
Taishan-2,68.33311108319461,7.453073168403685,56.05412918725362,61.71468194558073,68.01614033213562,74.76482927001102,82.20744386958225
Novovoronezh II-1,61.01546304601054,5.930958232511854,51.293840274485,55.76303329171747,60.74015193849816,66.02482898783599,72.18761327153516
Novovoronezh II-2,62.00054281723831,6.408569920153793,51.523983226516364,56.40984457388051,61.65580961664185,67.48734836630983,74.24386979917583
Fort St. Vrain-doe/eia,118.72610191330854,19.77655664119461,82.60775886412414,101.9609558707897,117.41407248167266,134.24086908694954,168.56289136646757
