variable,mean,std,min,q25,median,q75,max
Vogtle-3-wealer,154.72650360816863,32.2007987137108,103.15109997238483,126.55252116766741,152.48789615268197,182.18811641211997,215.76635428969715
Vogtle-4-wealer,155.56738292817633,32.04078862541455,103.14211771598289,127.54186108387066,153.9714499692188,182.57504707718266,215.52838218768406
Vogtle-3-oecd,126.51487984077265,24.574414517806517,87.7149560912466,104.71219041246097,124.78181654662131,147.224035489336,173.1066567319245
Vogtle-4-oecd,126.78326967016689,24.42464272636937,87.69754652930654,105.29035839637228,125.02943117578948,147.28886205201422,173.51481848799534
Shin Kori-3|Saeul-1,60.98908496350346,5.516751373991664,51.693317902581015,56.190376215300084,60.846059668774615,65.67452517015505,71.44381318062959
Shin Kori-4|Saeul-2,60.89094138676709,5.5490942864733235,51.73679451190682,56.060197336619495,60.65212792885918,65.60064088494953,71.39138593189112
Sanmen-1,68.69396463799835,7.828317332181829,55.90141796371101,61.79960137273794,68.27943900227095,75.38694415167365,83.25471628290242
Sanmen-2,68.80577114099758,7.807630390263236,55.996806538955944,61.92582971067534,68.37652473356727,75.51513534197761,83.41884137340256
Taishan-1,68.15744295231404,7.434277006272143,56.0362581468867,61.59865400136579,67.70208587956924,74.56714763550745,82.12043766427722
Taishan-2,68.31720839861664,7.419256739658552,55.98068470718839,61.7667377394551,67.95111224045887,74.72183230904128,82.11158866830044
Novovoronezh II-1,61.05133458415576,5.933149364347985,51.253323689445736,55.84371298680067,60.788851570218554,66.06838550498512,72.22200008088456
Novovoronezh II-2,61.89055098983336,6.328826926792814,51.62423476743015,56.397239731861646,61.495995001477525,67.21709021772736,74.07465686701659
Fort St. Vrain-doe/eia,128.094331518683,21.97901826542905,87.5331241324716,109.30720765276578,126.65984501138915,145.14472468070434,184.11837944927657
Fort St. Vrain,128.24595826614998,22.01154259315248,87.55113790866477,109.55471213083297,126.4200752640927,145.38267324368303,183.33069907816503
Peach Bottom-1,240.59037326032995,78.45812791740138,109.66618134061962,180.07290313945543,227.1492995716322,289.4232503082453,508.9530315350956
Beloyarsk-3,65.4840965324481,7.6468044444928935,53.328689233998396,58.75127958411529,64.95046760854834,71.98178004065399,80.27452077634793
Superphenix,402.53853079709535,107.93400425777207,238.5674207051834,307.2205680169367,390.84120350735856,490.5257068981605,619.4728922404413
